sec,sg_1,sg_2,sg_3,sg_4,sg_5,sg_6,sg_7,sg_8,sg_9,sg_10,sg_11,sg_12,sg_13,sg_14,sg_15,sg_15A,sg_16,sg_17,sg_18,sg_19,sg_20,sg_21,sg_22,sg_22A,sg_23,sg_24,sg_25,sg_26,sg_26A,sg_26B,sg_26C,sg_26D,sg_26E,sg_36,sg_37,sg_38,sg_39,sg_40,sg_41,sg_42,sg_43,sg_43A,sg_44,sg_45,sg_46,sg_47,sg_48,sg_48A,sg_48B,sg_48C,sg_48D,sg_48E,sg_48F,sg_48G,sg_48H,sg_48I,sg_48J,sg_48K,sg_48L,sg_48M,sg_48N,sg_48O,sg_48P,sg_48Q,sg_48R,sg_49,sg_50,sg_51,sg_52,sg_52A,sg_53,sg_54,sg_55,sg_56,sg_57,sg_58,sg_59,sg_60,sg_61,sg_62,sg_63,sg_64,sg_65,sg_66,sg_67,sg_68,eu_1,eu_2,eu_3,eu_4,eu_5,eu_6,eu_7,eu_8,eu_9,eu_10,eu_11,eu_12,eu_13,eu_14,eu_15,eu_16,eu_17,eu_18,eu_19,eu_20,eu_21,eu_22,eu_23,eu_24,eu_25,eu_26,eu_27,eu_28,eu_29,eu_30,eu_31,eu_32,eu_33,eu_34,eu_35,eu_36,eu_37,eu_38,eu_39,eu_40,eu_41,eu_42,eu_43,eu_44,eu_45,eu_46,eu_47,eu_48,eu_49,eu_50,eu_51,eu_52,eu_53,eu_54,eu_55,eu_56,eu_57,eu_58,eu_59,eu_60,eu_61,eu_62,eu_63,eu_64,eu_65,eu_66,eu_67,eu_68,eu_69,eu_70,eu_71,eu_72,eu_73,eu_74,eu_75,eu_76,eu_77,eu_78,eu_79,eu_80,eu_81,eu_82,eu_83,eu_84,eu_85,eu_86,eu_87,eu_88,eu_89,eu_90,eu_91,eu_92,eu_93,eu_94,eu_95,eu_96,eu_97,eu_98
sg_37,27,27,27,26,26,23,24,27,22,26,26,25,24,24,24,28,26,37,24,34,26,24,23,28,23,23,21,33,27,25,33,40,35,27,0,25,25,26,26,42,23,22,26,31,27,26,24,27,58,33,32,26,45,26,25,25,23,51,26,64,29,23,53,35,38,24,24,25,26,42,32,25,25,23,32,24,24,28,23,25,29,21,26,26,25,27,27,23,23,24,37,24,24,70,31,56,36,86,66,75,28,24,35,28,87,27,26,48,26,28,32,24,58,25,49,24,32,21,53,46,27,26,31,30,29,24,27,25,23,26,35,34,22,41,21,45,28,24,49,42,25,34,27,27,26,80,24,30,24,21,28,24,23,26,24,22,27,25,28,22,26,26,44,57,59,28,23,30,38,25,38,39,35,28,139,23,53,22,24,21,29,37,25,39
sg_38,24,21,22,8,28,16,20,18,20,19,16,19,21,14,20,24,17,34,20,35,14,19,16,25,19,16,17,34,8,22,32,38,35,8,25,0,21,12,22,38,21,17,19,31,20,17,21,8,57,20,30,21,40,23,20,22,21,54,21,64,29,20,53,32,32,20,22,21,22,44,35,14,16,21,26,21,16,23,19,20,25,19,24,17,28,20,24,20,19,18,36,21,16,66,36,61,39,85,68,76,28,20,35,25,87,23,19,48,18,22,29,19,59,21,49,27,28,19,49,43,24,20,28,28,31,19,31,19,17,24,38,36,20,42,25,45,20,23,46,41,22,34,22,22,18,82,20,29,20,11,20,21,20,22,23,15,20,22,21,16,20,20,44,58,62,18,19,26,39,21,41,39,38,30,146,14,54,20,20,24,30,38,18,40
sg_39,26,12,7,16,32,21,15,8,20,20,17,18,13,17,12,27,20,41,28,40,20,19,23,34,23,23,21,38,23,21,38,47,43,23,25,21,0,10,8,47,15,14,17,37,7,20,17,23,67,39,35,25,51,24,13,25,16,63,19,73,36,18,62,43,42,16,19,18,21,49,40,17,20,14,30,20,19,30,18,13,29,19,22,11,30,10,25,11,14,8,45,22,19,78,43,67,41,98,76,85,30,18,36,29,97,21,11,53,8,26,36,14,66,7,55,26,37,19,62,55,29,16,36,35,32,15,37,10,16,26,42,38,19,47,30,56,16,10,57,48,8,39,7,7,12,92,14,38,17,16,26,14,20,26,10,14,5,8,6,14,8,13,49,61,63,26,22,31,46,6,48,44,42,34,156,17,64,21,15,23,32,42,14,45
sg_40,24,9,11,7,28,20,15,6,18,17,14,16,15,16,12,24,17,39,26,39,15,19,22,33,21,22,23,37,20,20,37,47,42,20,26,12,10,0,11,46,20,14,14,35,11,17,18,20,66,32,36,25,48,25,15,25,15,62,18,72,35,17,56,37,39,15,18,18,17,47,38,16,18,13,27,18,17,29,17,15,27,18,19,13,28,8,24,12,14,6,42,21,18,73,41,63,42,95,75,83,32,16,38,28,95,22,14,50,6,26,34,13,66,10,54,26,36,19,59,51,27,13,36,33,31,14,34,7,12,25,41,38,18,45,26,53,16,12,56,50,11,38,10,11,12,90,14,36,17,16,26,15,18,24,12,16,9,11,10,17,10,12,49,63,64,24,20,29,45,9,46,40,40,34,153,15,59,21,17,23,34,43,14,45
sg_41,22,13,7,15,33,22,15,10,19,20,16,17,13,15,11,26,18,41,28,40,20,21,24,35,23,24,23,38,25,19,37,46,44,25,26,22,8,11,0,47,20,14,18,35,6,18,17,25,67,40,36,27,50,26,13,25,15,61,19,73,36,20,61,43,43,14,21,18,21,51,40,17,18,14,30,15,19,31,19,14,31,17,23,14,30,11,25,11,14,10,45,21,18,78,45,66,43,99,75,85,33,20,39,30,98,24,14,51,11,28,35,14,68,8,55,27,39,19,62,54,29,16,36,33,31,13,34,12,17,27,41,40,19,48,32,56,19,7,60,51,6,40,8,7,13,91,13,39,16,17,28,14,20,26,7,17,8,7,8,17,10,11,51,64,65,28,21,33,48,8,48,45,42,35,157,18,62,22,15,25,35,44,15,45
sg_42,39,41,48,43,41,41,44,45,42,39,42,42,42,41,44,41,43,38,36,40,40,42,37,36,40,37,38,38,38,41,43,43,38,38,42,38,47,46,47,0,43,45,40,40,47,43,39,38,51,36,39,40,46,39,44,39,42,52,42,59,38,38,49,44,44,43,39,42,42,42,39,43,41,43,40,40,41,38,42,43,40,40,39,46,40,46,42,42,42,44,43,43,40,64,40,52,44,74,52,60,42,42,42,39,77,42,46,46,45,39,41,43,56,47,47,40,39,42,45,40,39,42,32,32,36,44,39,43,41,40,43,42,39,45,38,42,43,44,46,46,44,41,51,49,43,72,45,39,41,41,42,42,41,39,44,43,47,46,49,43,46,44,45,53,53,42,40,42,42,47,44,44,33,37,130,42,56,40,39,43,39,43,40,44
sg_43,22,18,18,20,27,19,18,18,19,21,19,20,16,19,17,24,19,36,26,32,20,19,23,32,21,22,21,37,22,20,27,36,41,22,23,21,15,20,20,43,0,9,19,34,19,19,18,22,58,34,32,25,47,23,15,23,18,58,20,67,32,20,53,37,37,18,21,19,21,45,35,19,21,18,28,21,22,27,19,16,26,20,17,18,28,19,23,19,18,19,41,21,19,68,38,63,39,89,69,78,27,17,32,26,90,19,17,47,19,24,31,17,61,17,48,25,31,18,55,48,23,19,30,28,26,19,33,19,19,24,36,34,19,44,26,49,20,19,51,42,18,33,20,18,17,83,18,35,19,20,24,18,22,24,19,18,19,17,19,16,17,19,43,53,55,27,21,27,43,19,44,43,38,31,146,20,54,20,19,23,31,39,18,41
sg_43A,21,15,13,17,29,17,14,15,14,18,18,18,14,15,12,25,15,39,25,37,19,21,22,29,19,22,21,37,20,18,31,38,41,20,22,17,14,14,14,45,9,0,17,33,14,15,16,20,61,36,32,24,48,25,13,23,17,60,16,71,33,17,57,40,40,15,18,19,20,47,34,16,16,15,27,18,16,28,16,14,29,14,20,11,30,14,22,14,16,13,43,17,17,74,40,65,42,92,72,82,27,18,36,27,95,22,14,50,14,22,33,13,63,12,48,25,34,13,56,49,25,16,32,30,28,12,31,14,17,25,37,35,18,45,27,50,18,14,53,44,13,34,14,12,13,87,15,35,17,13,22,14,19,24,14,11,14,12,14,12,15,16,46,60,61,24,17,31,46,14,46,41,40,33,150,15,58,19,16,21,32,40,15,43
sg_44,20,12,18,16,23,15,17,14,14,18,16,16,13,18,17,20,19,35,25,31,17,20,19,32,20,20,21,36,21,19,32,42,38,21,26,19,17,14,18,40,19,17,0,33,14,19,16,21,60,34,33,25,39,21,15,21,15,57,13,66,31,15,56,35,39,19,14,16,15,44,36,17,17,15,29,17,20,25,15,15,24,19,16,17,25,13,21,17,17,14,41,21,14,65,40,58,36,89,71,79,29,15,33,26,89,19,16,47,14,26,34,14,60,16,51,26,31,18,55,49,26,13,33,30,28,15,32,10,16,23,36,35,18,42,25,48,18,17,51,43,15,33,18,17,15,83,16,32,14,18,26,16,10,22,17,18,16,17,15,17,15,13,44,57,59,24,21,28,39,15,37,40,36,31,147,19,56,20,16,24,31,42,15,39
sg_45,31,34,39,32,34,33,34,35,32,33,33,32,32,31,34,29,32,33,32,36,32,33,31,33,34,32,30,35,31,32,35,38,37,31,31,31,37,35,35,40,34,33,33,0,36,32,32,31,56,38,33,33,40,31,34,31,33,50,34,62,35,33,48,36,36,34,33,34,33,45,33,31,29,35,31,32,32,36,35,34,29,31,35,35,27,35,33,34,33,34,38,32,28,60,36,54,36,81,62,69,33,32,32,31,81,32,32,46,36,25,34,33,57,38,41,34,37,32,52,43,33,34,33,32,31,32,32,34,31,33,37,37,30,39,35,43,36,33,49,43,34,38,40,39,34,70,34,37,32,28,29,33,32,32,33,31,38,38,39,33,37,32,44,56,55,32,33,34,41,36,41,39,36,31,135,30,53,33,33,34,34,37,34,41
sg_46,23,12,7,15,31,20,17,9,17,17,14,18,9,14,8,24,15,39,26,39,21,19,21,33,21,22,21,38,23,21,35,46,44,23,27,20,7,11,6,47,19,14,14,36,0,15,18,23,66,39,35,24,50,26,13,25,15,62,18,73,36,20,61,43,42,16,19,17,21,50,41,18,18,13,31,20,19,29,17,12,30,18,22,12,30,9,26,13,15,9,45,20,15,77,43,67,42,99,77,85,31,19,38,30,98,23,12,53,11,26,35,13,67,7,56,27,36,19,62,53,27,14,38,35,33,11,34,11,17,27,41,39,20,47,30,56,19,9,58,49,6,38,6,5,14,91,15,38,15,17,28,15,19,26,9,16,7,8,6,16,9,9,50,64,66,26,21,30,47,8,47,44,43,34,157,18,63,23,16,25,33,43,13,46
sg_47,19,17,17,16,27,18,19,18,17,18,18,19,19,10,13,25,0,33,22,35,17,20,20,27,18,20,19,35,18,20,33,42,37,18,26,17,20,17,18,43,19,15,19,32,15,0,19,18,59,32,29,21,41,25,17,22,16,55,20,67,29,20,54,38,38,19,20,20,21,45,35,15,17,16,27,19,16,28,17,17,26,17,22,15,25,17,24,13,15,18,40,17,12,69,39,59,40,91,69,77,27,18,32,24,89,20,14,47,17,24,33,18,61,17,49,26,35,16,55,47,24,18,33,30,28,12,28,17,16,23,37,37,21,43,29,47,20,18,53,44,19,37,19,19,18,83,17,33,20,19,24,19,18,23,18,18,19,18,19,18,18,20,45,58,59,23,18,29,43,18,41,39,37,28,148,17,56,21,19,24,32,37,19,40
sg_48,22,16,16,17,29,20,17,16,17,20,19,18,15,18,14,23,19,37,26,33,18,19,22,30,20,22,19,35,23,19,33,40,41,23,24,21,17,18,17,39,18,16,16,32,18,19,0,23,62,36,33,23,47,23,15,18,15,56,20,67,33,21,54,39,39,17,20,12,16,44,28,18,19,14,28,16,18,27,18,15,27,17,20,15,29,17,23,16,16,15,41,19,18,72,40,61,39,90,70,79,29,21,34,28,90,22,17,50,17,25,33,16,60,16,50,26,34,18,57,49,25,18,32,32,29,16,33,17,17,20,36,34,18,43,27,47,17,16,50,45,17,32,20,18,16,84,18,35,19,17,25,14,19,25,16,17,17,16,19,18,16,18,47,58,59,25,19,30,40,16,43,41,39,26,147,20,60,20,18,23,33,40,16,40
sg_48A,24,13,23,16,26,20,23,20,24,19,20,24,23,17,21,25,18,36,23,36,17,22,17,25,22,18,18,31,0,24,31,37,38,0,27,8,23,20,25,38,22,20,21,31,23,18,23,0,59,16,27,21,36,24,21,24,24,51,24,61,29,23,52,34,34,24,21,23,23,40,35,16,18,22,28,23,16,25,22,21,27,20,24,20,26,23,25,21,20,21,34,23,20,67,37,58,39,84,65,72,28,22,33,22,83,24,21,48,20,24,26,22,58,23,46,27,29,21,52,46,21,23,30,29,27,21,30,21,19,22,36,32,24,39,26,41,22,21,46,38,23,34,25,24,22,80,22,26,24,15,18,22,23,23,21,18,22,24,24,19,19,23,43,56,59,17,20,25,39,23,41,41,37,30,142,19,51,22,23,25,33,39,22,39
sg_48B,57,63,67,61,58,58,62,66,57,58,62,56,61,54,63,60,59,51,53,57,58,60,55,52,60,53,56,51,59,57,56,57,52,59,58,57,67,66,67,51,58,61,60,56,66,59,62,59,0,55,55,55,56,58,60,58,60,54,57,61,53,58,60,56,59,61,56,58,60,58,54,59,58,62,53,58,59,55,61,62,54,63,56,64,57,65,56,64,62,64,53,58,54,65,52,56,54,76,64,69,56,59,57,53,75,58,64,55,64,58,54,61,59,63,55,56,55,58,50,53,53,59,51,48,55,61,55,63,60,59,53,56,59,54,54,56,59,65,57,56,66,54,69,67,61,67,61,55,59,57,55,63,58,57,65,60,67,65,68,61,64,63,54,56,58,57,57,55,53,65,53,56,51,53,126,58,56,57,62,62,59,55,60,51
sg_48C,32,29,39,28,30,34,37,36,36,31,33,32,37,31,34,33,32,36,31,38,30,34,29,29,34,30,30,36,16,35,33,41,38,16,33,20,39,32,40,36,34,36,34,38,39,32,36,16,55,0,35,33,38,31,36,33,34,48,34,57,28,33,47,33,34,36,32,32,33,38,39,28,32,34,30,35,32,31,36,36,30,35,31,36,31,37,32,35,34,34,34,37,32,62,36,56,40,75,61,69,35,32,39,30,77,34,36,46,34,34,30,35,53,38,48,34,34,35,48,43,29,33,31,31,30,36,33,32,30,33,38,35,35,41,30,36,35,35,44,42,38,38,41,40,36,75,36,31,36,29,29,36,34,29,35,34,38,39,40,35,35,36,44,54,56,30,32,31,38,36,42,36,37,32,132,33,51,32,37,33,35,41,35,40
sg_48D,30,33,35,32,35,32,33,35,30,32,34,32,33,28,32,32,29,29,32,34,29,22,18,20,20,19,19,36,27,33,34,36,38,27,32,30,35,36,36,39,32,32,33,33,35,29,33,27,55,35,0,18,33,27,33,32,31,49,33,62,36,33,52,38,37,32,33,31,32,41,34,27,31,32,35,31,31,28,33,33,32,33,33,31,33,33,35,30,31,36,27,29,30,66,26,60,39,77,61,69,33,33,35,29,74,32,33,47,34,30,35,30,55,34,47,34,34,30,50,46,33,32,37,35,34,30,32,34,32,32,36,36,32,32,34,36,31,34,45,39,36,36,37,36,32,78,33,34,32,30,30,31,33,32,34,30,36,34,37,32,33,34,42,52,57,31,29,33,41,35,39,40,41,34,137,32,52,31,32,35,33,39,31,41
sg_48E,24,23,25,22,29,23,26,25,20,21,24,23,23,20,23,25,21,37,24,33,22,12,10,18,11,9,11,28,21,26,31,36,40,21,26,21,25,25,27,40,25,24,25,33,24,21,23,21,55,33,18,0,44,25,22,24,23,52,24,65,31,23,51,35,35,25,21,21,22,44,35,23,22,21,30,22,23,19,23,21,26,22,23,21,29,25,28,24,23,25,28,21,23,70,27,55,37,83,61,70,29,25,33,27,81,23,24,47,25,24,28,23,56,23,48,24,30,21,50,41,27,23,33,30,28,19,31,24,23,26,35,30,25,40,27,36,22,24,47,40,25,30,27,25,24,79,25,28,24,21,27,22,23,22,24,21,25,24,28,23,24,23,43,55,60,23,20,28,42,25,36,38,34,32,141,23,51,20,22,26,34,39,22,39
sg_48F,42,45,51,44,41,39,48,49,43,42,48,45,47,40,46,39,41,48,39,47,39,46,39,40,45,41,41,42,36,45,45,44,47,36,45,40,51,48,50,46,47,48,39,40,50,41,47,36,56,38,33,44,0,41,48,42,47,51,46,58,38,44,53,39,44,47,41,46,44,49,47,38,42,48,44,43,40,44,44,47,39,46,43,47,41,48,45,47,47,47,45,46,42,61,44,58,42,81,63,68,47,42,43,37,73,46,48,43,47,43,42,46,53,51,48,44,44,44,54,52,42,44,45,44,43,45,43,44,40,44,40,42,45,43,42,49,46,48,50,46,50,46,53,52,47,74,48,39,46,43,41,46,39,45,48,46,52,51,52,46,48,46,47,51,54,39,40,41,46,51,37,47,44,43,133,44,51,41,47,46,46,42,46,44
sg_48G,24,20,27,23,27,22,24,24,26,23,23,25,23,25,25,25,25,31,24,34,22,22,22,27,22,22,20,34,24,22,35,41,38,24,26,23,24,25,26,39,23,25,21,31,26,25,23,24,58,31,27,25,41,0,22,26,22,55,25,64,29,21,53,33,37,25,21,21,22,42,36,24,24,21,28,25,22,27,25,23,28,24,18,25,28,20,27,23,24,24,37,25,25,67,38,58,34,85,66,75,29,23,30,29,84,25,25,42,23,27,32,23,53,25,49,27,27,23,51,47,25,22,31,30,29,26,30,21,22,26,34,34,23,39,23,43,23,25,46,40,26,32,27,27,19,76,24,30,25,24,26,24,22,27,25,25,26,24,27,25,25,24,42,52,55,24,25,31,39,24,38,40,38,30,140,24,52,18,24,25,29,38,23,38
sg_48H,22,12,11,15,27,19,15,12,15,14,17,14,10,15,12,25,17,38,26,34,18,17,22,31,21,21,22,35,21,17,35,44,41,21,25,20,13,15,13,44,15,13,15,34,13,17,15,21,60,36,33,22,48,22,0,24,15,57,17,69,32,18,56,38,38,14,14,16,19,46,36,18,17,12,28,17,15,26,16,6,28,17,13,12,27,13,22,11,14,14,39,17,17,72,41,61,37,94,71,80,29,15,33,25,93,19,11,50,13,26,33,12,64,11,50,24,33,15,57,50,27,13,34,30,28,12,32,12,15,24,38,34,18,43,29,51,16,12,53,47,11,36,15,10,12,85,16,33,16,17,25,14,19,22,12,15,12,11,14,15,11,13,47,60,62,26,19,29,42,11,43,41,38,30,152,17,61,20,14,21,30,40,13,41
sg_48I,23,25,25,22,28,17,21,24,21,23,25,21,24,20,23,22,22,32,24,36,21,22,18,29,23,19,19,35,24,25,32,39,33,24,25,22,25,25,25,39,23,23,21,31,25,22,18,24,58,33,32,24,42,26,24,0,24,49,24,57,30,22,48,33,39,22,22,23,21,44,31,21,21,24,28,21,22,22,22,23,25,23,24,23,27,23,23,22,21,23,38,22,16,67,39,57,38,86,66,75,30,23,33,26,86,23,22,46,23,27,28,22,56,24,48,27,34,21,52,46,25,20,29,29,29,21,31,22,22,27,37,35,22,41,21,46,22,24,47,47,23,37,28,27,24,80,23,31,23,21,26,23,21,25,24,23,26,25,27,24,24,23,45,58,58,25,20,27,34,26,41,40,36,29,142,20,52,24,23,25,31,38,24,41
sg_48J,23,14,17,17,27,18,16,14,16,19,17,14,15,17,16,25,16,37,25,35,19,17,19,29,18,19,18,33,24,18,34,42,40,24,23,21,16,15,15,42,18,17,15,33,15,16,15,24,60,34,31,23,47,22,15,24,0,55,17,69,34,17,53,39,39,16,19,9,17,44,35,18,19,6,26,16,20,25,18,17,25,17,18,17,23,15,22,14,16,15,38,20,18,70,37,59,39,90,70,78,28,18,35,28,87,19,16,46,16,25,32,15,61,17,51,23,33,19,55,47,25,15,31,30,29,17,32,15,15,21,37,36,16,43,27,49,18,14,53,46,16,35,17,17,14,85,16,31,17,17,26,15,18,24,14,18,16,16,17,17,15,14,45,56,57,25,19,28,40,11,41,39,36,31,146,18,56,20,17,24,31,39,15,41
sg_48K,52,59,61,56,51,54,59,61,55,55,59,53,60,51,58,52,55,51,52,51,54,54,49,45,52,49,51,50,51,57,49,49,48,51,51,54,63,62,61,52,58,60,57,50,62,55,56,51,54,48,49,52,51,55,57,49,55,0,57,55,44,56,57,43,51,58,52,54,57,52,52,52,52,58,48,56,51,48,57,57,50,56,54,60,53,62,58,59,55,58,43,56,52,65,41,52,49,75,65,71,55,55,55,53,75,54,59,49,59,54,47,58,59,60,54,50,53,53,56,52,50,56,51,50,52,55,47,58,55,54,52,54,56,48,51,51,55,60,54,55,62,53,66,63,58,76,58,51,58,57,55,59,55,55,60,60,63,59,66,60,60,57,55,59,61,52,55,49,43,62,44,45,44,48,124,54,56,54,60,55,57,53,58,53
sg_48L,22,15,19,20,29,21,17,18,15,18,19,15,17,20,19,24,20,36,27,34,20,21,21,34,19,21,20,35,24,19,34,42,39,24,26,21,19,18,19,42,20,16,13,34,18,20,20,24,57,34,33,24,46,25,17,24,17,57,0,69,34,20,55,40,40,14,17,17,18,44,38,21,20,17,27,17,22,27,20,18,28,20,19,18,27,19,22,20,20,18,42,19,19,72,41,62,39,91,71,79,30,20,35,28,90,20,18,47,17,27,34,16,62,20,49,26,35,17,58,49,27,17,34,31,30,18,31,19,20,25,37,34,20,43,28,50,19,17,54,47,18,37,19,18,17,83,16,34,17,20,26,18,18,24,17,20,19,19,20,19,17,16,47,58,60,24,18,27,41,17,42,40,38,33,148,21,57,22,18,25,33,37,18,43
sg_48M,63,69,75,68,58,58,66,73,63,65,68,66,69,64,68,58,67,60,61,61,64,67,60,56,66,61,62,60,61,69,65,59,59,61,64,64,73,72,73,59,67,71,66,62,73,67,67,61,61,57,62,65,58,64,69,57,69,55,69,0,54,65,63,49,62,68,63,66,63,58,62,62,61,69,66,65,63,60,63,69,61,66,65,68,62,72,68,71,68,69,60,64,60,67,55,58,58,74,65,69,62,65,62,60,76,66,70,64,70,62,60,68,58,71,58,60,58,64,60,58,64,67,56,56,61,66,57,69,66,65,59,65,66,56,58,56,67,70,55,62,71,60,77,75,69,75,71,55,65,66,62,68,64,62,70,69,74,73,76,68,71,69,63,63,62,60,63,63,54,73,56,62,57,62,122,65,58,63,67,64,63,62,65,59
sg_48N,33,33,38,30,26,28,35,35,29,29,34,32,31,27,33,31,29,37,27,36,27,32,27,28,30,27,26,35,29,32,36,41,35,29,29,29,36,35,36,38,32,33,31,35,36,29,33,29,53,28,36,31,38,29,32,30,34,44,34,54,0,28,48,27,38,33,29,34,30,37,36,29,28,32,33,30,26,30,31,34,30,32,29,34,27,36,32,35,33,33,35,31,27,60,37,53,35,78,65,72,34,28,35,26,74,31,32,44,31,27,30,32,52,36,39,27,33,28,50,43,31,31,29,30,32,30,29,32,28,28,31,36,31,40,26,37,34,34,47,40,36,37,39,38,33,76,36,26,30,30,33,35,29,30,34,33,36,37,39,34,35,33,43,53,53,24,28,31,38,35,34,38,37,33,131,28,46,29,34,27,31,37,31,33
sg_48O,23,14,21,19,27,18,20,17,17,22,19,19,20,20,20,21,20,37,21,37,21,19,20,30,19,20,18,31,23,21,34,40,37,23,23,20,18,17,20,38,20,17,15,33,20,20,21,23,58,33,33,23,44,21,18,22,17,56,20,65,28,0,53,37,39,20,14,18,19,42,31,21,21,17,29,20,22,25,17,19,27,21,18,17,26,17,23,17,17,18,40,20,21,70,37,57,34,91,68,77,22,10,27,22,87,16,13,47,15,25,34,19,58,20,48,20,31,17,51,45,27,16,27,26,24,17,27,15,18,24,35,33,18,41,24,47,20,20,50,40,18,32,22,21,19,82,19,30,21,18,25,18,15,24,20,17,19,21,20,16,19,19,39,52,54,24,21,22,42,19,37,40,36,31,145,19,52,17,19,20,30,38,20,35
sg_48P,50,56,61,54,38,53,53,57,55,52,56,50,56,53,55,53,54,48,50,49,55,54,49,50,53,46,50,46,52,50,50,51,53,52,53,53,62,56,61,49,53,57,56,48,61,54,54,52,60,47,52,51,53,53,56,48,53,57,55,63,48,53,0,46,51,57,55,51,55,53,48,54,54,53,49,54,54,46,56,56,46,55,52,58,47,59,50,55,56,57,47,55,54,62,47,55,48,77,62,69,52,55,49,52,77,52,58,53,57,54,41,55,61,60,50,51,51,56,52,48,43,54,39,38,43,58,52,58,53,53,50,54,55,53,50,44,58,58,54,53,59,50,64,61,55,75,57,49,57,57,53,57,55,42,58,59,61,58,63,58,57,56,51,54,55,50,54,51,50,57,48,48,49,46,128,57,51,53,56,51,50,52,56,44
sg_48Q,38,39,44,34,26,27,37,41,36,37,40,39,40,34,39,35,38,41,36,40,35,36,31,34,36,31,33,38,34,40,37,43,38,34,35,32,43,37,43,44,37,40,35,36,43,38,39,34,56,33,38,35,39,33,38,33,39,43,40,49,27,37,46,0,32,38,36,39,37,40,35,34,35,40,38,38,36,31,31,39,37,37,36,38,34,41,39,41,38,38,38,35,34,62,38,53,38,78,64,72,40,35,39,29,74,38,40,44,38,37,29,38,52,40,44,35,36,36,53,47,32,36,35,33,32,38,38,39,35,35,36,39,39,41,32,40,38,41,45,44,41,38,44,43,39,74,40,34,37,37,37,41,34,35,41,40,42,42,44,39,41,40,46,56,54,35,37,36,36,41,35,43,38,37,133,36,48,36,40,32,37,42,36,35
sg_48R,40,41,44,34,35,38,38,40,40,36,38,39,40,34,40,37,38,38,37,41,35,33,36,37,37,36,34,39,34,41,33,40,41,34,38,32,42,39,43,44,37,40,39,36,42,38,39,34,59,34,37,35,44,37,38,39,39,51,40,62,38,39,51,32,0,39,37,39,40,43,38,34,36,36,37,40,32,38,39,39,37,36,38,35,38,41,39,38,38,41,40,38,37,60,39,56,41,80,63,68,38,38,36,32,81,38,40,42,39,33,38,40,54,42,47,37,37,39,53,47,37,40,41,39,37,38,39,41,38,35,38,42,40,45,38,47,35,42,50,43,42,38,44,43,38,75,39,39,40,35,35,40,38,38,42,37,43,42,44,38,42,41,44,54,56,32,35,37,41,41,43,40,42,37,134,36,56,38,39,36,39,42,37,41
sg_49,24,16,17,18,29,20,8,17,16,18,18,17,15,16,16,25,19,38,25,37,21,19,24,33,20,24,23,33,24,19,36,44,40,24,24,20,16,15,14,43,18,15,19,34,16,19,17,24,61,36,32,25,47,25,14,22,16,58,14,68,33,20,57,38,39,0,20,17,19,46,36,19,18,15,26,17,20,29,19,16,26,17,20,17,27,15,24,17,16,15,41,20,18,72,42,62,40,93,73,80,30,19,36,28,93,22,17,46,14,26,33,16,63,17,52,25,34,18,58,52,28,16,34,31,29,16,32,16,17,26,38,35,18,42,28,52,13,16,54,47,16,35,17,16,13,83,17,32,17,18,27,15,21,26,16,17,16,16,17,17,17,16,46,60,61,26,18,30,40,16,46,42,39,34,148,18,59,20,16,24,31,39,16,42
sg_50,24,14,19,21,25,17,19,15,18,19,19,18,18,18,19,20,20,35,26,35,21,19,21,28,20,20,21,33,21,21,33,41,38,21,24,22,19,18,21,39,21,18,14,33,19,20,20,21,56,32,33,21,41,21,14,22,19,52,17,63,29,14,55,36,37,20,0,18,17,42,35,21,21,17,28,20,20,25,15,14,27,20,12,16,25,17,24,19,19,15,39,18,21,68,35,55,32,91,71,78,27,15,32,28,88,22,19,46,17,26,32,19,57,17,48,19,30,18,55,49,26,13,33,28,27,15,29,14,19,24,34,34,22,38,23,50,19,20,50,43,20,32,21,17,20,81,18,30,18,18,25,21,14,22,20,16,20,19,21,15,18,15,44,58,61,26,20,28,39,18,36,36,30,28,146,22,52,14,21,20,32,40,18,38
sg_51,21,16,20,18,28,20,18,17,18,20,20,10,16,19,16,23,20,35,26,36,20,17,20,28,19,20,18,33,23,18,33,41,40,23,25,21,18,18,18,42,19,19,16,34,17,20,12,23,58,32,31,21,46,21,16,23,9,54,17,66,34,18,51,39,39,17,18,0,11,38,33,21,20,8,23,15,20,25,20,18,24,17,16,17,25,19,18,18,19,18,38,18,20,70,38,58,37,90,69,77,27,19,35,28,88,19,19,47,18,27,30,18,59,19,50,22,33,19,55,47,27,18,33,30,27,17,33,18,18,24,34,34,20,42,27,49,18,15,52,43,18,32,20,20,17,82,18,33,17,18,26,16,18,25,15,19,18,18,20,18,17,17,45,55,58,24,19,26,40,14,40,38,37,31,144,19,54,19,19,25,32,40,16,39
