sec,sg_1,sg_2,sg_3,sg_4,sg_5,sg_5A,sg_6,sg_7,sg_8,sg_9,sg_10,sg_11,sg_12,sg_13,sg_14,sg_15,sg_16,sg_17,sg_18,sg_19,sg_20,sg_21,sg_22,sg_23,sg_24,sg_25,sg_26,sg_27,sg_28,sg_29,sg_30,sg_31,sg_32,sg_33,sg_34,sg_35,sg_36,sg_37,sg_38,sg_39,sg_40,sg_41,sg_42,sg_43,sg_44,sg_45,sg_46,sg_47,sg_48,sg_49,sg_50,sg_51,sg_52,sg_53,sg_53A,sg_54,sg_55,sg_55A,sg_56,sg_57,sg_58,sg_59,sg_60,sg_61,sg_62,sg_63,sg_64,sg_65,sg_66,sg_67,sg_68,sg_69,sg_70,sg_71,sg_72,sg_73,sg_74,sg_75,sg_76,sg_77,sg_78,sg_79,sg_80,sg_81,sg_81A,sg_81B,sg_82,sg_83,sg_84,sg_85,sg_85A,sg_85B,sg_86,sg_87,sg_88,sg_89,sg_90,sg_91,sg_92,sg_93,sg_93A,sg_93B,sg_93C,sg_93D,sg_93E,sg_93F,sg_93G,sg_93H,sg_93I,sg_93J,sg_93K,sg_93L,sg_94,sg_95,sg_96,sg_97,sg_98,sg_99,sg_100,sg_101,sg_102,sg_103,sg_104,sg_105,sg_105A,sg_106,sg_107,sg_108,sg_109,uk_1,uk_2,uk_3,uk_4,uk_5,uk_5A,uk_6,uk_6A,uk_7,uk_8,uk_9,uk_10,uk_10A,uk_10B,uk_11,uk_11A,uk_12,uk_13,uk_14,uk_15,uk_16,uk_17,uk_18,uk_19,uk_20,uk_21,uk_21A,uk_21B,uk_21C,uk_21D,uk_21E,uk_21F,uk_22,uk_23,uk_24,uk_25,uk_26,uk_27,uk_28,uk_29,uk_30,uk_31,uk_32,uk_33,uk_34,uk_35,uk_36,uk_37,uk_38,uk_39,uk_40,uk_41,uk_42,uk_43,uk_44,uk_45,uk_46,uk_47,uk_48,uk_49,uk_50,uk_51,uk_52,uk_53,uk_54,uk_55,uk_56,uk_57,uk_58,uk_59,uk_60,uk_60A,uk_62,uk_63,uk_64,uk_65,uk_66,uk_67,uk_68,uk_69,uk_70,uk_71,uk_72,uk_73,uk_74,uk_75,uk_76,uk_77,uk_78,uk_79,uk_80,uk_81,uk_82,uk_83,uk_83A,uk_84,uk_85,uk_86,uk_87,uk_88,uk_89,uk_90,uk_91,uk_92,uk_92A,uk_93,uk_94,uk_95,uk_96,uk_97,uk_98,uk_99,uk_99A,uk_100,uk_101,uk_102,uk_103,uk_104,uk_105,uk_106,uk_107,uk_108,uk_109,uk_110
uk_77,41,40,62,34,37,37,32,37,37,47,39,41,37,37,39,40,35,34,37,38,35,35,36,37,39,35,34,40,33,40,40,36,38,46,45,43,35,35,37,45,35,48,34,39,49,43,35,43,42,50,35,37,46,46,37,48,32,33,68,70,45,61,39,37,34,37,36,40,41,35,37,35,38,39,34,34,40,38,35,44,33,37,36,37,35,44,45,51,36,38,34,36,39,39,45,34,36,35,38,38,35,36,36,34,36,39,38,32,34,35,37,38,41,36,55,35,36,42,36,34,40,36,36,34,36,38,38,35,37,39,34,37,35,37,54,33,60,47,54,34,35,66,71,36,40,40,40,36,38,46,38,38,45,49,36,37,35,34,36,40,40,35,35,37,45,35,50,34,39,49,43,37,39,35,39,41,37,37,39,40,38,37,38,35,34,36,37,39,39,37,35,61,40,45,39,40,48,50,42,36,34,41,41,36,39,35,41,35,39,40,38,38,40,43,42,36,0,34,44,32,37,36,35,34,51,56,36,45,36,55,44,60,44,39,44,36,37,46,40,40,38,47,34,40,38,37,36,37,30,35,43,41,41
uk_78,33,33,66,29,35,36,30,38,38,43,32,45,34,34,39,35,29,29,33,32,30,32,31,34,30,29,31,41,33,42,38,34,32,41,43,42,27,30,32,46,34,46,30,35,50,46,29,45,38,48,32,35,47,40,30,42,28,30,67,72,43,59,31,30,32,33,27,32,34,31,33,33,31,34,34,34,37,33,31,38,31,36,30,29,33,38,44,50,30,31,39,33,33,30,40,29,35,31,32,35,33,34,31,39,33,30,30,34,29,31,32,35,39,34,53,31,34,37,32,35,36,29,30,29,30,31,40,22,35,33,29,38,31,38,50,29,59,43,50,31,31,66,71,30,40,42,38,34,32,41,37,37,43,48,35,34,34,34,32,36,38,27,30,33,46,34,48,30,35,50,46,35,35,27,32,45,34,42,39,35,36,33,32,30,29,31,34,30,31,30,33,60,34,38,34,34,43,49,38,35,34,34,34,33,38,26,43,30,34,37,33,41,36,48,36,32,34,0,38,32,32,30,31,34,53,55,29,45,32,54,34,58,41,34,44,31,35,50,37,31,32,47,29,43,37,34,31,35,31,34,38,36,33
uk_79,11,12,82,19,26,38,33,41,41,57,42,55,26,35,49,10,22,34,22,20,32,34,23,36,19,25,38,52,32,52,45,21,39,60,59,54,28,34,39,57,16,61,31,15,65,54,25,57,52,62,28,41,60,52,17,59,33,36,84,90,54,76,13,17,40,20,20,13,9,36,36,23,16,22,31,33,47,19,29,0,32,42,18,24,36,0,58,64,27,15,51,30,39,33,55,37,46,33,22,19,40,33,19,51,30,33,41,40,37,33,21,19,59,27,72,26,52,11,31,37,46,21,30,33,20,21,47,16,22,9,19,41,24,41,67,29,74,57,71,38,34,83,92,38,47,52,45,21,37,60,48,52,59,63,36,19,25,22,22,36,43,28,34,37,57,16,64,31,15,65,54,26,13,27,42,55,26,49,49,10,35,22,20,32,31,23,36,19,13,17,40,80,18,53,18,47,56,62,47,46,33,10,9,40,40,26,54,26,22,47,23,49,46,57,8,23,44,38,0,32,20,18,37,35,69,75,35,59,53,70,61,76,53,17,57,26,41,59,45,17,31,60,33,52,35,15,25,22,33,41,5,10,11
uk_80,31,32,66,28,31,31,29,35,35,45,36,45,31,32,41,31,30,29,29,29,28,31,30,30,27,29,32,42,29,40,38,29,34,49,48,41,23,28,36,44,24,52,27,27,53,42,24,50,43,51,28,36,50,44,28,49,29,32,71,76,47,64,29,28,31,29,28,27,31,33,33,26,29,28,30,31,36,30,26,32,8,35,29,28,33,32,46,50,27,27,43,32,34,28,44,34,36,30,27,26,32,32,29,43,32,28,33,32,34,30,27,26,45,30,57,22,37,32,30,33,39,27,25,26,27,29,40,27,28,29,28,35,30,35,53,29,60,45,56,32,30,70,78,32,38,40,38,29,32,49,39,45,48,49,29,30,31,25,24,36,37,23,28,34,44,24,54,27,27,53,42,31,28,27,36,45,31,39,41,31,32,29,29,28,27,30,30,27,29,28,33,67,31,45,30,38,48,51,43,37,27,30,31,37,34,27,39,27,28,36,29,40,39,48,32,29,32,32,32,0,29,29,31,30,56,58,30,48,42,58,43,59,43,30,44,28,36,48,38,28,31,47,26,37,30,28,22,28,29,31,33,31,31
uk_81,20,18,72,17,24,33,31,34,34,48,35,48,24,31,42,19,21,28,22,21,29,31,23,32,19,22,33,46,27,46,39,22,33,51,50,46,25,31,35,51,18,47,28,21,58,47,23,46,45,56,27,31,47,45,19,51,30,31,75,80,46,67,16,19,30,20,20,19,15,33,31,20,17,22,26,28,41,20,27,20,30,32,20,23,31,20,52,56,23,17,43,27,35,29,50,32,41,31,22,20,35,30,19,43,27,29,35,35,32,31,22,20,52,25,61,24,44,19,28,30,40,19,27,29,22,19,38,16,21,12,17,34,24,34,61,26,66,48,61,33,31,73,76,34,41,46,39,22,32,51,41,44,50,53,30,20,24,23,23,32,38,25,31,33,51,18,50,28,21,58,47,24,18,25,35,48,24,43,42,19,30,22,21,29,28,23,32,19,16,19,34,69,14,45,16,36,51,54,40,41,31,14,15,37,36,22,49,23,22,41,21,40,40,50,16,22,37,32,20,29,0,20,24,25,60,64,22,49,44,61,53,70,40,18,48,25,31,51,36,19,27,46,29,43,31,18,22,21,26,33,20,20,20
uk_82,17,18,71,17,19,29,24,34,33,46,33,47,15,26,39,15,11,24,17,18,25,25,14,28,19,18,33,42,24,45,37,17,32,51,50,42,25,28,32,46,19,50,26,16,54,45,21,51,43,54,19,36,48,43,17,51,25,31,71,75,44,65,16,14,32,14,15,16,19,25,28,22,13,20,25,25,38,20,21,18,29,32,0,18,27,18,45,51,21,15,39,22,32,29,48,27,38,25,21,17,29,26,18,39,22,29,37,32,27,25,20,17,48,16,59,20,43,17,25,27,37,16,28,26,11,11,39,18,16,18,17,34,22,33,58,25,61,46,60,33,28,71,79,33,40,45,37,17,31,51,39,43,50,53,30,18,23,19,20,34,38,25,28,30,46,19,52,26,16,54,45,19,16,17,33,47,15,38,39,15,27,17,18,25,28,14,28,19,16,14,33,69,19,45,18,38,46,51,37,39,27,19,19,28,33,22,44,22,20,38,20,38,37,48,19,21,36,30,18,29,20,0,30,25,59,63,30,45,42,62,50,67,46,20,46,18,36,51,41,18,27,47,26,44,28,17,23,16,28,34,17,16,17
uk_83,33,31,66,21,32,34,30,38,38,47,36,46,31,35,40,30,32,31,28,28,29,31,29,36,32,30,34,45,34,44,40,34,35,45,46,43,25,31,35,47,30,39,28,34,52,47,28,37,40,52,31,26,42,43,31,48,32,32,69,74,44,61,31,30,25,31,22,31,28,32,32,32,31,32,30,32,43,32,35,37,32,26,30,30,32,37,48,53,30,31,44,31,37,30,44,34,40,33,31,33,37,33,28,44,31,30,35,38,34,33,31,33,47,31,58,31,43,34,33,31,37,30,29,31,32,32,39,30,30,29,21,38,32,38,52,29,58,47,56,34,31,64,67,34,36,44,40,34,35,45,41,43,46,51,26,28,24,27,28,29,38,25,31,34,47,30,42,28,34,52,47,32,33,25,36,46,31,43,40,30,32,28,28,29,28,29,36,32,31,30,32,67,30,46,29,34,48,51,40,38,24,27,28,34,36,32,47,32,31,43,28,40,37,48,33,29,35,31,37,31,24,30,0,11,54,61,18,45,36,54,48,60,36,28,46,32,26,48,39,33,32,40,31,42,33,31,29,30,33,34,37,36,33
uk_83A,33,30,67,22,26,31,27,36,33,44,35,45,25,30,41,28,24,24,22,25,25,26,21,34,31,30,33,44,33,41,34,29,37,49,46,43,28,32,35,40,30,39,29,32,54,46,27,42,41,54,27,29,38,41,30,48,27,32,69,74,41,64,29,28,24,27,21,28,33,27,27,31,29,32,29,28,38,31,34,35,31,20,25,27,27,35,43,51,30,29,43,26,33,30,45,30,40,27,30,31,35,31,26,43,26,30,36,36,30,27,30,31,46,25,61,29,43,33,29,27,38,29,28,30,28,29,42,29,28,28,22,36,31,33,50,26,55,44,57,33,31,66,66,35,36,41,34,29,36,49,39,43,46,48,27,24,25,26,26,30,39,28,32,33,40,30,42,29,32,54,46,26,31,22,35,45,25,38,41,28,26,22,25,25,30,21,34,31,29,28,29,67,31,47,31,30,48,52,36,38,21,33,33,29,30,30,43,31,31,38,27,34,38,47,35,29,34,34,35,30,25,25,11,0,56,62,19,45,43,56,50,62,36,25,43,28,29,48,39,33,31,36,30,45,27,28,28,28,31,35,35,34,33
uk_84,65,62,64,51,56,54,55,51,50,57,58,57,62,57,59,63,61,43,56,58,43,44,57,53,62,55,40,41,55,38,49,58,55,55,55,54,45,44,42,40,61,57,43,64,54,55,53,54,56,50,56,47,56,56,60,57,50,48,67,71,58,64,61,60,51,56,54,62,62,51,53,55,62,54,55,55,54,58,54,69,55,56,59,55,55,69,58,53,54,62,52,57,54,53,53,54,41,53,56,61,53,55,59,52,57,53,52,53,54,53,56,61,55,60,61,55,52,66,57,47,52,57,55,50,61,59,54,60,61,62,51,51,55,50,61,49,64,57,59,40,42,65,67,40,57,38,49,58,55,55,56,56,55,56,58,62,61,60,61,56,55,45,44,43,40,61,57,43,64,54,55,56,64,55,58,57,62,54,59,63,54,56,58,43,42,57,53,62,61,60,50,60,63,58,63,57,57,60,57,54,58,61,62,53,56,56,40,57,53,54,57,47,52,53,67,54,51,53,69,56,60,59,54,56,0,59,50,33,47,57,54,64,50,65,53,57,47,55,52,62,57,55,50,55,57,61,55,61,56,55,68,64,65
uk_85,71,68,66,64,60,61,59,60,59,60,57,55,64,62,58,70,61,58,64,66,59,60,62,60,66,63,60,60,62,59,60,61,59,59,58,63,61,60,60,59,66,58,61,68,58,58,60,61,59,59,61,57,61,59,65,54,59,61,68,72,59,65,68,64,57,65,65,69,69,57,59,64,66,64,58,60,62,65,59,75,61,60,63,59,60,75,55,56,63,66,55,58,60,60,56,58,60,59,65,67,58,59,64,55,58,60,60,60,58,59,66,67,54,63,55,58,55,71,56,57,59,63,59,60,63,64,42,63,64,71,64,60,66,59,61,61,61,60,56,60,61,64,73,60,62,59,60,61,56,59,61,59,58,61,63,67,64,65,63,64,62,61,60,57,59,66,57,61,68,58,58,60,69,61,57,55,64,54,58,70,61,64,66,59,61,62,60,66,68,64,63,59,67,54,67,60,61,64,58,62,64,68,69,57,62,56,60,61,63,62,63,59,59,60,71,63,56,55,75,58,64,63,61,62,59,0,62,60,55,63,58,64,59,68,54,62,57,57,60,66,63,60,60,35,58,67,62,64,59,61,73,70,71
uk_86,31,28,67,22,28,32,32,36,37,44,37,45,30,35,42,30,29,30,29,28,27,29,27,33,30,29,33,44,32,42,39,31,35,47,48,44,23,29,33,48,31,42,26,33,54,44,25,39,41,53,31,27,47,46,28,48,29,31,66,71,42,60,28,29,31,31,25,30,30,34,30,30,30,29,28,29,41,31,31,35,30,29,30,31,32,35,49,52,31,30,42,30,35,31,45,32,40,33,31,29,36,32,24,42,30,31,36,35,32,33,31,29,46,31,60,28,38,32,31,32,39,30,29,28,32,33,39,27,31,28,22,36,30,37,56,24,60,44,55,33,29,67,69,32,39,42,39,31,34,47,37,43,48,48,35,29,29,31,31,33,39,23,29,31,48,31,45,26,33,54,44,28,32,27,37,45,30,43,42,30,33,29,28,27,26,27,33,30,28,29,31,65,28,45,29,32,48,48,38,36,33,29,30,36,35,28,47,29,28,41,29,40,39,50,32,28,36,29,35,30,22,30,18,19,50,62,0,42,39,57,47,63,37,30,43,30,27,52,39,30,31,46,28,42,34,29,28,31,31,35,34,31,31
uk_87,54,54,64,41,43,38,44,45,46,48,50,52,51,45,49,54,48,38,45,48,31,33,43,43,52,46,33,37,43,37,48,47,47,50,51,46,37,35,35,35,52,48,34,53,55,47,44,44,47,45,41,46,55,48,49,52,39,41,63,68,50,57,50,47,49,44,46,52,52,43,47,50,51,48,49,46,45,47,44,59,47,49,45,47,46,59,50,50,49,52,47,44,48,46,51,43,31,45,50,51,44,45,50,47,44,46,47,44,43,45,50,51,47,49,59,48,46,55,47,45,45,46,50,42,50,50,46,49,51,52,41,45,48,46,55,41,60,48,57,33,33,62,62,32,47,37,48,47,47,50,45,49,51,53,51,52,44,53,51,46,46,37,35,35,35,52,50,34,53,55,47,43,54,40,50,52,51,45,49,54,46,45,48,31,36,43,43,52,50,47,42,52,54,50,53,45,51,54,47,48,49,51,52,43,49,46,31,49,47,45,51,49,45,54,55,44,45,45,59,48,49,45,45,45,33,60,42,0,42,55,48,62,52,54,48,42,46,51,48,52,51,52,42,47,50,51,49,51,49,48,58,52,54
uk_88,48,47,63,42,45,45,41,41,41,43,42,47,45,43,45,46,42,38,44,42,41,42,43,43,43,40,42,47,41,45,41,44,40,45,45,43,38,40,43,49,45,44,41,46,46,48,44,45,43,49,44,43,51,46,45,43,40,38,66,69,46,57,48,46,38,45,41,46,46,42,45,45,45,46,42,38,42,47,44,53,42,43,42,41,43,53,48,51,40,46,42,45,43,37,45,41,45,41,44,46,42,40,43,42,45,37,41,40,41,41,43,46,39,47,51,42,32,48,41,39,46,43,42,40,43,45,44,42,45,49,42,41,45,41,50,43,58,43,48,42,41,65,66,41,45,45,41,44,39,45,43,43,45,50,43,48,43,46,43,45,42,38,40,43,49,45,46,41,46,46,48,45,46,44,42,47,45,47,45,46,41,44,42,41,40,43,43,43,48,46,45,56,47,43,45,43,48,53,44,38,42,45,46,41,43,37,48,43,46,42,41,43,46,50,50,45,36,32,53,42,44,42,36,43,47,55,39,42,0,55,41,53,44,48,50,45,43,51,42,43,42,50,40,46,45,45,42,45,42,41,52,49,48
uk_89,66,61,40,58,58,55,56,55,54,55,55,55,59,57,55,64,60,52,58,58,57,56,58,55,63,59,55,57,60,56,56,61,57,57,55,54,57,57,54,56,61,53,55,65,57,54,58,56,50,58,59,53,48,57,58,58,56,55,67,70,54,60,63,62,52,61,58,63,65,55,54,59,63,60,60,56,54,62,58,70,57,56,62,59,55,70,49,57,54,63,54,54,49,59,59,54,56,52,55,62,53,58,59,54,54,59,57,56,54,52,54,62,57,60,63,59,53,66,57,55,52,59,56,56,63,62,55,60,57,65,58,55,57,54,58,54,61,55,57,55,51,62,72,54,56,56,56,61,57,57,48,56,55,54,57,61,63,62,61,61,60,57,57,55,56,61,55,55,65,57,54,58,63,59,55,55,59,55,55,64,52,58,58,57,55,58,55,63,63,62,55,71,63,57,62,55,57,59,52,53,56,64,65,54,55,58,50,59,59,54,58,55,52,58,68,60,55,54,70,58,61,62,54,56,57,63,57,55,55,0,56,66,52,64,55,59,53,59,57,63,59,59,56,55,59,62,56,57,56,54,70,65,66
uk_90,57,54,63,49,48,44,44,46,46,50,45,47,49,50,48,54,49,47,47,49,48,50,46,45,53,49,52,53,50,52,47,52,49,48,45,50,47,49,50,52,49,55,49,56,48,53,49,52,47,55,50,50,54,48,53,48,45,46,64,67,53,61,53,53,49,53,49,55,56,47,45,51,54,53,49,52,51,52,48,61,43,49,50,48,49,61,53,52,49,53,50,48,51,47,49,42,50,47,51,53,49,48,48,50,48,47,47,44,42,47,50,53,46,51,51,48,41,56,48,49,45,50,48,46,49,50,48,46,51,55,49,46,53,46,57,49,58,50,55,52,50,59,70,48,53,52,47,52,49,48,50,50,45,53,52,54,51,51,48,53,53,47,49,51,52,49,56,49,56,48,53,48,54,47,45,47,49,45,48,54,50,47,49,48,49,46,45,53,53,53,47,50,54,45,51,46,51,55,48,47,48,56,56,46,47,47,47,48,52,51,51,49,45,53,58,50,44,34,61,43,53,50,48,50,54,58,47,48,41,56,0,39,51,58,51,51,50,51,48,53,52,55,46,46,48,53,47,51,47,46,59,53,57
uk_91,72,70,68,66,63,59,64,56,56,61,61,59,65,62,59,70,67,62,64,64,62,63,63,58,69,66,65,63,63,62,59,66,62,60,59,64,62,62,65,65,69,64,63,71,56,64,65,63,59,65,65,64,63,61,69,57,60,61,67,71,60,64,71,69,60,68,68,70,72,63,62,67,69,68,63,64,62,68,63,76,61,62,67,66,64,76,61,61,65,70,60,62,63,58,58,58,61,63,65,69,64,60,66,60,62,58,59,56,58,63,66,69,58,67,56,65,58,72,63,65,59,66,63,61,67,68,59,66,67,73,66,56,68,56,60,65,63,61,62,65,64,64,72,63,60,62,59,66,62,60,60,63,59,63,59,66,59,63,60,60,65,62,62,65,65,69,64,63,71,56,64,63,70,65,61,59,65,58,59,70,64,64,64,62,61,63,58,69,71,69,58,68,70,57,66,61,61,65,62,60,61,72,72,62,58,59,63,64,68,62,66,62,59,66,74,67,60,58,76,59,70,67,60,62,64,64,63,62,53,66,39,0,64,68,62,67,64,59,60,67,66,66,61,59,61,67,64,67,66,61,76,69,72
uk_92,48,45,64,41,43,43,43,42,43,50,43,49,43,45,46,47,46,43,41,42,44,45,42,42,46,44,44,49,43,47,45,45,42,48,49,47,42,44,47,47,45,43,44,48,51,47,41,46,44,52,44,36,44,47,45,53,43,39,66,74,46,60,46,45,37,48,41,48,49,43,43,44,45,46,44,43,45,46,44,53,44,32,46,44,43,53,46,53,37,45,46,44,38,41,42,44,46,39,42,46,40,42,40,46,44,41,42,42,44,39,41,46,49,45,54,44,43,48,45,44,44,45,42,41,46,43,47,44,45,46,41,42,48,43,56,43,61,50,54,44,43,65,62,44,46,47,45,45,39,48,47,48,49,51,44,47,45,48,47,44,45,42,44,45,47,45,43,44,48,51,47,43,44,39,43,49,43,45,46,47,44,41,42,44,43,42,42,46,46,45,45,67,44,50,44,41,49,51,45,45,44,48,49,44,42,42,46,43,45,45,44,44,44,48,50,44,44,41,53,43,40,46,36,36,50,59,37,52,44,52,51,64,0,47,48,44,36,49,44,44,30,44,41,47,42,44,41,45,43,43,52,49,48
uk_92A,15,17,74,19,23,34,30,37,36,51,38,49,23,34,44,15,20,31,20,19,29,31,21,33,18,25,35,49,30,48,40,19,36,55,53,50,26,31,36,52,18,56,29,19,60,49,23,53,47,58,26,38,53,49,17,53,31,34,78,82,48,68,17,16,34,19,19,14,16,33,33,22,15,21,29,30,46,19,28,17,31,35,20,22,32,17,52,57,24,17,49,28,37,33,53,33,43,31,23,20,36,30,18,49,28,33,40,36,33,31,22,20,51,23,65,19,46,17,29,34,42,20,30,30,23,21,44,18,19,14,19,37,22,36,58,24,65,51,64,35,32,73,80,35,38,48,40,19,34,55,42,45,53,58,28,13,19,17,18,27,38,26,31,34,52,18,58,29,19,60,49,23,17,24,38,49,23,46,44,15,31,20,19,29,27,21,33,18,17,16,31,74,17,49,16,44,53,55,43,42,25,16,16,36,38,25,51,26,20,46,20,45,42,51,16,20,39,34,17,30,18,20,28,25,65,68,30,54,48,64,58,68,47,0,52,25,38,52,42,19,28,54,30,46,34,17,25,19,30,34,17,17,15
uk_93,52,52,64,49,44,44,41,44,45,53,44,48,44,48,46,53,44,42,44,47,43,42,43,44,46,44,47,47,46,48,45,46,48,52,50,51,46,45,43,48,47,49,44,49,53,41,45,53,51,53,44,45,48,46,40,51,41,45,64,70,51,59,49,47,45,46,48,49,53,41,40,49,50,47,47,49,45,49,43,57,44,44,46,42,44,57,51,55,47,48,48,41,45,45,50,40,47,42,50,46,45,44,47,48,41,45,48,43,40,42,50,46,52,43,60,45,48,53,41,45,45,46,44,46,45,46,45,48,48,52,49,44,50,45,54,45,60,53,59,47,42,63,74,44,50,48,45,46,48,52,49,51,50,55,48,48,50,46,47,47,44,46,45,43,48,47,48,44,49,53,41,44,52,44,44,48,44,41,46,53,46,44,47,43,45,43,44,46,49,47,47,64,51,48,51,44,49,53,48,48,44,52,53,42,42,47,40,48,47,45,47,47,45,52,53,48,44,44,57,44,48,46,46,43,53,54,43,48,50,55,51,62,48,52,0,45,45,49,49,49,45,50,46,40,45,50,46,48,43,48,55,51,52
uk_94,25,25,68,25,14,21,18,31,31,43,33,44,19,27,36,23,18,23,14,18,19,19,13,23,21,25,29,37,27,36,36,21,34,48,46,46,23,24,27,40,23,46,23,25,53,44,25,44,41,55,3,31,46,40,23,49,27,31,68,73,39,61,22,17,34,15,22,18,20,22,28,20,22,21,30,30,37,20,19,26,29,28,18,19,27,26,46,51,25,20,41,23,34,30,45,27,31,26,23,21,30,28,23,41,23,30,34,31,27,26,22,21,47,17,60,26,43,23,27,27,32,13,28,30,19,18,41,24,20,25,25,31,26,31,54,27,59,43,59,29,24,73,78,27,41,36,36,21,33,48,39,43,46,49,31,23,26,24,21,29,34,23,24,25,40,23,49,23,25,53,44,14,22,14,33,44,19,38,36,23,28,14,18,19,25,13,23,21,22,17,33,66,25,45,24,38,45,50,34,37,28,21,20,25,32,27,38,26,20,37,25,38,32,47,25,19,36,31,26,28,25,18,32,28,57,62,30,42,45,59,51,67,44,25,45,0,31,49,38,24,23,47,30,45,26,23,26,20,29,34,26,26,25
uk_95,38,37,64,29,35,35,34,33,34,43,37,44,38,39,38,39,37,35,36,35,33,33,36,34,37,36,37,38,33,40,40,36,39,46,46,43,30,35,37,44,36,38,32,38,53,41,29,32,39,48,32,0,41,41,33,47,33,36,65,70,44,55,33,35,35,32,33,35,35,31,29,32,36,33,34,35,41,33,32,41,38,32,36,33,35,41,49,52,34,35,44,36,38,34,41,37,37,37,37,36,38,35,36,44,36,34,34,36,37,37,38,36,46,36,58,34,41,41,36,35,39,31,33,33,37,37,43,34,36,35,29,33,35,34,50,31,59,43,53,37,35,65,71,37,39,40,40,36,39,46,37,44,46,51,37,38,38,35,35,34,35,30,35,38,44,36,41,32,38,53,41,35,39,31,37,44,38,40,38,39,36,36,35,33,32,36,34,37,33,35,34,64,37,43,38,33,47,48,42,37,36,36,35,35,36,34,44,35,32,41,34,44,39,42,41,31,37,35,41,36,31,36,26,29,47,57,27,46,43,53,50,64,36,38,45,31,0,44,37,36,36,47,33,45,38,38,35,36,32,39,42,39,38
uk_96,55,52,69,52,45,48,49,47,47,53,47,49,48,42,49,54,50,50,48,50,49,50,48,49,51,48,52,50,47,52,48,49,47,54,54,48,51,51,49,52,53,47,50,54,43,49,48,51,48,55,49,44,50,50,51,47,51,52,68,72,52,63,53,52,49,48,51,52,55,48,47,50,51,51,44,48,50,48,47,59,49,45,51,47,49,59,52,53,49,54,51,49,50,46,51,46,51,47,49,52,47,46,50,51,49,46,46,44,46,47,50,52,53,48,57,48,49,55,48,46,49,49,45,44,48,51,50,50,47,55,52,47,48,47,57,51,52,53,59,52,49,66,76,51,45,52,48,49,47,54,50,52,54,51,43,53,52,51,52,40,36,51,51,49,52,53,49,50,54,43,49,45,55,50,47,49,48,41,49,54,43,48,50,49,48,48,49,51,53,52,52,59,52,43,50,51,53,55,52,52,46,54,55,49,46,50,52,50,50,50,49,47,49,50,56,46,46,50,59,48,51,51,48,48,55,57,52,51,51,59,51,59,49,52,49,49,44,0,47,47,48,54,44,51,40,51,50,47,49,49,58,55,55
uk_97,44,43,63,40,39,39,40,38,38,44,44,47,41,38,45,43,41,37,39,39,39,39,40,38,38,37,40,43,39,43,42,40,39,50,51,42,37,40,40,46,39,51,38,42,54,47,37,46,42,49,37,37,47,39,41,50,39,38,71,73,46,62,42,42,36,39,41,41,41,40,36,37,40,39,38,38,43,39,35,45,38,41,41,37,41,45,49,50,37,40,43,37,39,29,43,38,40,38,41,42,33,39,39,43,37,29,38,38,38,38,41,42,47,40,53,40,42,45,40,40,41,39,38,36,39,41,40,39,40,43,40,38,40,38,54,39,62,44,53,40,38,66,73,39,42,43,42,40,39,50,42,45,51,39,39,40,40,38,39,39,38,37,40,39,46,39,53,38,42,54,47,39,42,40,44,47,41,45,45,43,40,39,39,39,38,40,38,38,42,42,40,66,39,46,40,42,48,52,39,44,39,41,41,39,42,38,44,37,38,43,37,45,41,47,44,39,40,37,45,38,36,41,39,39,52,60,39,48,42,57,48,60,44,42,49,38,37,47,0,31,40,51,36,44,38,42,40,40,35,35,45,43,44
uk_98,15,15,73,18,24,33,29,36,37,51,35,48,22,32,42,16,18,30,19,20,26,28,21,31,18,23,32,45,30,45,39,21,31,52,53,48,22,27,34,50,18,54,26,18,59,49,19,52,44,54,26,36,53,41,18,52,29,31,74,82,47,67,15,18,36,20,21,18,16,33,33,21,16,21,27,29,40,19,26,17,28,37,18,22,33,17,52,54,24,17,46,25,34,23,49,30,39,30,22,18,35,29,16,46,25,23,36,34,30,30,22,18,49,26,64,25,43,15,27,32,40,19,28,28,18,19,41,17,18,17,18,36,24,37,60,26,66,51,61,32,28,73,84,32,41,45,39,21,29,52,43,43,53,51,31,20,22,22,22,31,38,22,27,32,50,18,57,26,18,59,49,24,16,25,35,48,22,43,42,16,31,19,20,26,25,21,31,18,15,18,34,71,16,47,18,42,49,56,39,41,29,15,16,37,34,23,48,24,21,40,22,42,40,52,16,23,40,31,17,28,19,18,33,33,62,66,30,52,43,63,53,67,44,19,49,24,36,47,31,0,26,51,28,46,25,17,23,18,28,35,17,16,15
